"","Country.Name","Region","IncomeGroup","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"57","Denmark","Europe & Central Asia","High income",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.333333333333333,0.166666666666667,0,0,0,0,0,0,0.1,0.2,0.3,0.3,0.3,0.1,0,0.1,0.5,0.1,0,0,0.3,0.2,0.2,0.3,0.1,0.1,0.1,0.1
"58","Dominican Republic","Latin America & Caribbean","Upper middle income",5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,7.93333333333333,10.6666666666667,13.4,10.7,8,5.3,5.2,5.1,5,4.9,5.2,5.3,5.4,5.5,3.9,5.6,6.7,8.5,5.7,4.4,4.4,3.7,3.2,2.5,2.9,2.6,2.2,2.1,1.8,1.6,0.7,0.4,0.4,0.4
"59","Algeria","Middle East & North Africa","Lower middle income",6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.2,6.1,6,5.9,5.8,5.7,5.6,5.275,4.95,4.625,4.3,3.975,3.65,3.325,3,2.675,2.35,2.025,1.7,1.375,1.05,0.725000000000001,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
"60","East Asia & Pacific (excluding high income)","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","Early-demographic dividend","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","East Asia & Pacific","","",80.2,80.2,80.2,80.2,80.2,80.2,80.2,80.2,80.2,80.2,80.2,80.2,80.2,80.2,80.2,80.2,80.2,80.2,80.2,80.2,80.2,80.2,78,74.8,69.7,65.7,62.8,58.8,53.3,63.4,60.9,58.9,56.1,53.2,49.8,44.7,40.4,40.4,41.7,37.9,34.8,32.7,29.1,25.8,22.4,18.3,17.9,15.7,14.8,12.9,10.7,8.1,6.8,3.2,2.6,2.1,1.7,1.4,1.2,1.2,1.2
"63","Europe & Central Asia (excluding high income)","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","Europe & Central Asia","","",3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.7,4.7,5.2,6.8,6.7,7,5.9,5.8,7.7,7.3,6.6,5.7,5.8,4.8,4.7,4,3.3,2.7,2.5,2.4,2,1.9,1.6,1.8,1.5,1.3,1.3,1.1,1.1,1.1
"65","Ecuador","Latin America & Caribbean","Upper middle income",17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3,18.22,19.14,20.06,20.98,21.9,28.4,23.7666666666667,19.1333333333333,14.5,15.1,11.9,8.1,8.5,7.5,7.2,5.6,4.7,4.5,3.2,2.6,3.5,3.6,3.2,3.3,3.3,3.3
"66","Egypt, Arab Rep.","Middle East & North Africa","Lower middle income",8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.08,7.46,6.84,6.22,5.6,4.8,4,3.2,2.4,2.96,3.52,4.08,4.64,5.2,5.075,4.95,4.825,4.7,3.45,2.2,1.85,1.5,1.53333333333333,1.56666666666667,1.6,2.7,3.8,3.8,3.8,3.8
"67","Euro area","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","Eritrea","Sub-Saharan Africa","Low income",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","Spain","Europe & Central Asia","High income",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.44,0.38,0.32,0.26,0.2,0.26,0.32,0.38,0.44,0.5,0.64,0.78,0.92,1.06,1.2,1.06,0.92,0.78,0.64,0.5,0.6,0.7,0.8,0.8,0.8,0.8,0.4,0.5,0.8,0.7,1.1,0.9,1.2,0.8,0.9,1.2,0.7,0.7,0.7,0.7
"70","Estonia","Europe & Central Asia","High income",2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,1,0.8,0.7,0.4,0.4,0.6,0.7,1,0.7,0.8,0.7,0.6,0.5,0.3,0.3,0.3,0.3
"71","Ethiopia","Sub-Saharan Africa","Low income",72.3,72.3,72.3,72.3,72.3,72.3,72.3,72.3,72.3,72.3,72.3,72.3,72.3,72.3,72.3,72.3,72.3,72.3,72.3,72.3,72.3,72.3,72.3,72.3,72.3,72.3,72.3,72.3,72.3,72.3,72.3,72.3,72.3,72.3,72.3,72.3,70.075,67.85,65.625,63.4,58.56,53.72,48.88,44.04,39.2,38.5333333333333,37.8666666666667,37.2,36.5333333333333,35.8666666666667,35.2,34.68,34.16,33.64,33.12,32.6,32.6,32.6,32.6,32.6,32.6
"72","European Union","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","Fragile and conflict affected situations","","",52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,50.6,49.8,47.4,46.2,44.5,43.4,42.6,42,40.1,38,36,35.7,34.4,35.6,36.8,37.1,37.1,37.1,37.1
"74","Finland","Europe & Central Asia","High income",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0,0,0.1,0.1,0.1,0.1,0,0.1,0.1,0.1,0.1
"75","Fiji","East Asia & Pacific","Upper middle income",2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.18333333333333,2.06666666666667,1.95,1.83333333333333,1.71666666666667,1.6,1.38,1.16,0.94,0.72,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
"76","France","Europe & Central Asia","High income",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.08333333333333,1.16666666666667,1.25,1.33333333333333,1.41666666666667,1.5,1.4,1.3,1.2,1.1,1,0.8,0.6,0.4,0.2,0,0,0,0,0,0,0,0.0666666666666667,0.133333333333333,0.2,0,0,0,0,0,0,0.1,0,0.1,0.1,0,0.1,0.1,0,0,0,0
"77","Faroe Islands","Europe & Central Asia","High income",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","Micronesia, Fed. Sts.","East Asia & Pacific","Lower middle income",8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,9.0125,9.925,10.8375,11.75,12.6625,13.575,14.4875,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4
"79","Gabon","Sub-Saharan Africa","Upper middle income",8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7.61666666666667,7.23333333333333,6.85,6.46666666666667,6.08333333333333,5.7,5.31666666666667,4.93333333333333,4.55,4.16666666666667,3.78333333333333,3.4,3.4,3.4,3.4
"80","United Kingdom","Europe & Central Asia","High income",0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.271428571428571,0.342857142857143,0.414285714285714,0.485714285714286,0.557142857142857,0.628571428571429,0.7,0.6,0.5,0.4,0.3,0.2,0.2,0.2,0.2,1,0.8,0.6,0.4,0.2,0.24,0.28,0.32,0.36,0.4,0.5,0.2,0.3,0.3,0.2,0.1,0.4,0.2,0.2,0.2,0.1,0.2,0.2,0.2,0.2,0.2
"81","Georgia","Europe & Central Asia","Upper middle income",5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,15.9,14.5,18.5,19.2,19,10.3,10.4,9.9,10.7,10.3,11.6,10.2,10.1,12,11.1,8.5,6.4,4.9,3.7,3.8,5,4.5,4.5,4.5
"82","Ghana","Sub-Saharan Africa","Lower middle income",41.8,41.8,41.8,41.8,41.8,41.8,41.8,41.8,41.8,41.8,41.8,41.8,41.8,41.8,41.8,41.8,41.8,41.8,41.8,41.8,41.8,41.8,41.8,41.8,41.8,41.8,41.8,41.8,41.6,44.1333333333333,46.6666666666667,49.2,47.1857142857143,45.1714285714286,43.1571428571429,41.1428571428571,39.1285714285714,37.1142857142857,35.1,33.5285714285714,31.9571428571429,30.3857142857143,28.8142857142857,27.2428571428571,25.6714285714286,24.1,22.3142857142857,20.5285714285714,18.7428571428571,16.9571428571429,15.1714285714286,13.3857142857143,11.6,11.95,12.3,12.65,13,13,13,13,13
"83","Gibraltar","Europe & Central Asia","High income",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","Guinea","Sub-Saharan Africa","Low income",91.8,91.8,91.8,91.8,91.8,91.8,91.8,91.8,91.8,91.8,91.8,91.8,91.8,91.8,91.8,91.8,91.8,91.8,91.8,91.8,91.8,91.8,91.8,91.8,91.8,91.8,91.8,91.8,91.8,91.8,91.8,91.8,77.8,63.8,49.8,51.45,53.1,54.75,56.4,58.05,59.7,61.35,63,62.46,61.92,61.38,60.84,60.3,55.46,50.62,45.78,40.94,36.1,36.1,36.1,36.1,36.1,36.1,36.1,36.1,36.1
"85","Gambia, The","Sub-Saharan Africa","Low income",70.8,70.8,70.8,70.8,70.8,70.8,70.8,70.8,70.8,70.8,70.8,70.8,70.8,70.8,70.8,70.8,70.8,70.8,70.8,70.8,70.8,70.8,70.8,70.8,70.8,70.8,70.8,70.8,70.8,70.8,70.8,70.8,70.8,70.8,70.8,70.8,70.8,70.8,70.8,65.86,60.92,55.98,51.04,46.1,43.1428571428571,40.1857142857143,37.2285714285714,34.2714285714286,31.3142857142857,28.3571428571429,25.4,22.38,19.36,16.34,13.32,10.3,10.3,10.3,10.3,10.3,10.3
"86","Guinea-Bissau","Sub-Saharan Africa","Low income",44.3,44.3,44.3,44.3,44.3,44.3,44.3,44.3,44.3,44.3,44.3,44.3,44.3,44.3,44.3,44.3,44.3,44.3,44.3,44.3,44.3,44.3,44.3,44.3,44.3,44.3,44.3,44.3,44.3,44.3,44.3,44.3,55.45,66.6,65.4888888888889,64.3777777777778,63.2666666666667,62.1555555555556,61.0444444444444,59.9333333333333,58.8222222222222,57.7111111111111,56.6,58.075,59.55,61.025,62.5,63.975,65.45,66.925,68.4,68.4,68.4,68.4,68.4,68.4,68.4,68.4,68.4,68.4,68.4
"87","Equatorial Guinea","Sub-Saharan Africa","Upper middle income",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","Greece","Europe & Central Asia","High income",1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.46,1.22,0.98,0.74,0.5,0.5,0.5,0.5,0.7,0.3,0.6,0.5,0.3,0.6,1,1.2,1.5,1,1.5,1.4,1.1,0.9,0.9,0.9,0.9
"89","Grenada","Latin America & Caribbean","Upper middle income",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","Greenland","Europe & Central Asia","High income",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","Guatemala","Latin America & Caribbean","Upper middle income",48.8,48.8,48.8,48.8,48.8,48.8,48.8,48.8,48.8,48.8,48.8,48.8,48.8,48.8,48.8,48.8,48.8,48.8,48.8,48.8,48.8,48.8,48.8,48.8,48.8,48.8,48.8,44.6333333333333,40.4666666666667,36.3,33.7666666666667,31.2333333333333,28.7,26.1666666666667,23.6333333333333,21.1,18.5666666666667,16.0333333333333,13.5,11.4,9.3,9.61666666666667,9.93333333333333,10.25,10.5666666666667,10.8833333333333,11.2,10.9,10.6,10.3,10,9.7,9.4,9.1,8.8,8.8,8.8,8.8,8.8,8.8,8.8
"92","Guam","East Asia & Pacific","High income",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","Guyana","Latin America & Caribbean","Upper middle income",28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,26.0333333333333,23.1666666666667,20.3,17.4333333333333,14.5666666666667,11.7,11.7,11.7,11.7,11.7,11.7,11.7,11.7,11.7,11.7,11.7,11.7,11.7,11.7,11.7,11.7,11.7,11.7,11.7,11.7,11.7,11.7,11.7
"94","High income","","",0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.7,0.7,0.7,0.7,0.6,0.6,0.6,0.6,0.7,0.8,0.7,0.7,0.7,0.6,0.7,0.7,0.6,0.6,0.6,0.6,0.6,0.6,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.7,0.7,0.6,0.6,0.6,0.6,0.6
"95","Hong Kong SAR, China","East Asia & Pacific","High income",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","Honduras","Latin America & Caribbean","Lower middle income",42.9,42.9,42.9,42.9,42.9,42.9,42.9,42.9,42.9,42.9,42.9,42.9,42.9,42.9,42.9,42.9,42.9,42.9,42.9,42.9,42.9,42.9,42.9,42.9,42.9,42.9,42.9,42.9,42.9,42.9,45,34.1,29.2,24.3,27,28.2,31.4,21.8,26.6,26.8,24.4,22,23.9,28.5,27.7,27.1,23,17.6,16.9,14.2,15.6,17.4,20.1,17.7,16.4,16.6,18.4,17.6,16.9,16.9,16.9
"97","Heavily indebted poor countries (HIPC)","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","Croatia","Europe & Central Asia","High income",0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.2,0.7,0.8,0.7,1,0.6,0.6,0.5,0.5,0.5,0.5
"99","Haiti","Latin America & Caribbean","Low income",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.5,NA,NA,NA,NA,NA,NA,NA,NA
"100","Hungary","Europe & Central Asia","High income",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.7,0.1,0.1,0,0.1,0.1,0.1,0.3,0.1,0.6,0.6,1.3,0.6,0.6,0.6,0.6
"101","IBRD only","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","IDA & IBRD total","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","IDA total","","",54.8,54.8,54.8,54.8,54.8,54.8,54.8,54.8,54.8,54.8,54.8,54.8,54.8,54.8,54.8,54.8,54.8,54.8,54.8,54.8,54.8,54.8,54.8,54.8,54.8,54.8,54.8,54.8,54.8,54.8,54.8,56.4,54.9,55.2,54.9,53.1,51.4,50.8,51.5,51.2,50.3,49.7,49,48.5,45.1,42.3,40.9,39.4,38.1,37.4,35.8,34,32.4,31.9,30.8,30.7,30.6,29.8,28.8,28.8,28.8
"104","IDA blend","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","Indonesia","East Asia & Pacific","Upper middle income",68.5,68.5,68.5,68.5,68.5,68.5,68.5,68.5,68.5,68.5,68.5,68.5,68.5,68.5,68.5,68.5,68.5,68.5,68.5,68.5,68.5,68.5,68.5,68.5,68.5,68.4,68.3,68.2,63.7666666666667,59.3333333333333,54.9,54.8666666666667,54.8333333333333,54.8,51.0666666666667,47.3333333333333,43.6,53.4,63.2,37.4,34.9,31.2,19,19.3,21,18,23.9,19.3,19,15.5,13.3,10.9,9.5,7.3,6.2,5.8,5.2,4.5,3.6,3.6,3.6
"106","IDA only","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","Isle of Man","Europe & Central Asia","High income",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","India","South Asia","Lower middle income",63.1,63.1,63.1,63.1,63.1,63.1,63.1,63.1,63.1,63.1,63.1,63.1,63.1,63.1,63.1,63.1,63.1,63.1,61.9833333333333,60.8666666666667,59.75,58.6333333333333,57.5166666666667,56.4,54.95,53.5,52.05,50.6,50.1,49.6,49.1,48.6,48.1,47.6,46.9,46.2,45.5,44.8,44.1,43.4,42.7,42,41.3,40.6,39.9,38.48,37.06,35.64,34.22,32.8,27.65,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5
"109","Ireland","Europe & Central Asia","High income",0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.628571428571429,0.557142857142857,0.485714285714286,0.414285714285714,0.342857142857143,0.271428571428571,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.166666666666667,0.133333333333333,0.1,0,0,0.4,0.1,0.2,0.4,0.5,0.5,0.2,0.7,0.4,0.3,0.1,0.1,0.1,0.1,0.1
"110","Iran, Islamic Rep.","Middle East & North Africa","Upper middle income",8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7.675,7.35,7.025,6.7,6.025,5.35,4.675,4,3.85,3.7,3.55,3.4,3,2.6,2.2,1.8,1.4,1,0.6,0.5,0.7,0.9,1.1,0.85,0.6,0.35,0.1,0.4,0.4,0.4,0.3,0.3,0.3,0.3
"111","Iraq","Middle East & North Africa","Upper middle income",1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.53333333333333,1.56666666666667,1.6,1.63333333333333,1.66666666666667,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7
"112","Iceland","Europe & Central Asia","High income",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0
